     psLayout
     
     ---------------------------------------------------------------------------------------------------------------------------------------------------------------
10260_D3Rat52_737 chr3 - 38708743 38709150 403
34819_D13Rat157_686 chr13 + 104272080 104272305 224
34835_D6Rat28_498 chr8 - 75376401 75376441 40
34835_D6Rat28_498 chr16 - 18190046 18190118 70
34835_D6Rat28_498 chr1 + 209687062 209687097 35
34839_D14Rat32_482 chr14 + 102238365 102238667 297
34847_D15Rat4_546 chr15 + 20237413 20237729 314
34853_D2Rat39_476 chr2 + 159220821 159221083 261
34864_D2Rat67_493 chr2 - 236904651 236904963 312
34868_D1Rat45_477 chr1 + 152919114 152919406 287
34870_D8Rat18_477 chr8 + 102075880 102076199 315
34876_D13Rat17_590 chr13 - 34464619 34464917 297
34880_D7Rat31_519 chrX + 136718293 136718351 58
34882_D2Rat77_744 chr2 + 113192468 113192881 407
34884_D2Rat57_534 chr2 + 212705279 212705591 312
34886_D6Rat15_460 chr6 - 106604588 106604860 271
34888_D1Rat94_459 chr1 + 76034439 76034688 246
34892_DXRat28_251 chrX - 54237553 54237796 243
34898_D12Rat20_492 chr12 - 48909598 48910005 403
34908_D20Rat2_479 chr20 + 9244639 9244932 292
34910_D15Rat14_460 chr15 - 44806729 44806946 216
34910_D15Rat14_460 chr13 + 47215352 47215568 208
34912_D11Rat30_582 chr11 + 88004011 88004426 409
34925_D12Rat9_451 chr12 + 28901331 28901577 245
34931_D14Rat19_561 chr14 - 84898250 84898645 390
34935_D1Rat83_496 chr1 - 255642309 255642621 311
34937_D4Rat86_532 chr4 + 176444591 176444921 320
34941_D10Rat7_533 chr10 - 101511175 101511501 326
34953_D5Rat15_585 chr5 + 82123692 82124096 401
34955_D9Rat52_466 chr9 + 90624301 90624738 424
34961_DXRat26_446 chrX - 45424966 45425176 210
34963_D9Rat34_740 chr9 - 25860378 25860709 326
34965_D14Rat10_573 chr14 - 31237977 31238291 314
34969_D1Rat78_471 chr1 - 250730445 250730811 365
34971_D1Rat81_255 chr1 + 253863883 253864091 208
34977_D6Rat3_540 chr6 - 145065433 145065936 498
34981_D14Rat23_509 chr14 + 1361946 1362166 220
34983_D8Rat4_479 chr8 + 128311602 128311874 272
34987_D11Rat97_456 chr11 - 47576561 47576912 349
34989_D17Rat39_550 chr17 + 70613499 70613875 371
34993_D18Rat11_675 chr18 - 70689030 70689306 274
35003_D4Rat50_586 chr4 + 119870240 119870686 443
35005_D16Rat6_735 chr16 - 25801512 25801847 335
35012_D10Rat46_544 chr10 - 19892155 19892448 287
35016_D1Rat106_470 chr3 + 26897284 26897365 80
35020_D18Rat36_372 chr18 + 27954425 27954782 352
35024_D16Rat1_602 chr16 - 43960284 43960509 224
35026_D16Rat3_492 chr16 - 48709360 48709654 288
35028_D19Rat2_548 chr19 - 70122966 70123287 318
35030_DXRat2_526 chrX - 4001348 4001665 316
35032_D5Rat18_289 chr5 - 93915019 93915290 271
35036_D6Rat24_457 chr6 - 67207646 67208086 437
35042_D5Rat8_511 chr5 + 63461205 63461555 348
35048_D6Rat7_722 chr8 - 9414887 9415345 458
35052_D17Rat33_595 chr3 - 64598025 64598086 61
35058_DXRat106_556 chr9 + 78158420 78158457 35
35060_D5Rat29_526 chr5 + 134642814 134643073 257
35062_D17Rat30_582 chr17 - 62816209 62816490 274
35066_D2Rat80_722 chr2 - 124306129 124306522 391
35068_D7Rat32_728 chr7 + 21541746 21542179 430
35076_D5Rat6_449 chr5 - 55251339 55251768 429
35078_D10Rat41_536 chr2 + 54320811 54320846 35
35078_D10Rat41_536 chr6 + 85654371 85654412 37
35078_D10Rat41_536 chr9 + 23382399 23382465 62
35078_D10Rat41_536 chr15 + 35083269 35083306 37
35078_D10Rat41_536 chr16 + 77445157 77445199 42
35082_D4Rat73_607 chr1 - 7272892 7272949 56
35084_D10Rat36_436 chr10 - 39946346 39946583 236
35090_D15Rat9_507 chr15 + 41625198 41625457 257
35092_D4Rat21_453 chr4 + 63507160 63507432 272
35094_D11Rat2_855 chr11 - 81030985 81031174 189
35096_D11Rat10_575 chr8 + 115773785 115773824 36
35100_D2Rat85_381 chr2 - 235108487 235108817 322
35110_D7Rat14_739 chr7 + 97979141 97979477 335
35112_D3Rat216_529 chr3 - 155752580 155752900 320
35116_D17Rat53_521 chr17 - 2120725 2120991 264
35132_D5Rat3_480 chr5 - 43590674 43591127 447
35134_D6Rat41_691 chr6 + 26618231 26618580 349
35138_DXRat14_462 chr17 - 19706209 19706240 31
35138_DXRat14_462 chr11 + 25280167 25280203 34
35140_D6Rat22_501 chr6 - 135477373 135477405 32
35140_D6Rat22_501 chr10 - 101767593 101767633 39
35140_D6Rat22_501 chr6 + 79264355 79264386 31
35140_D6Rat22_501 chr6 + 78328604 78328856 248
35140_D6Rat22_501 chr8 + 53979488 53979520 32
35144_D5Rat13_686 chr5 + 78175827 78176135 304
35158_D16Rat13_555 chr3 + 89707208 89707416 206
35158_D16Rat13_555 chr16 + 79889491 79889809 314
35162_D2Rat38_520 chr2 - 151869575 151869974 394
35164_D9Rat56_562 chr9 + 41907184 41907507 322
35166_D1Rat33_579 chr1 - 124899522 124899711 187
35168_D8Rat54_442 chr8 + 27588194 27588441 245
35170_D13Rat12_532 chr13 - 34405960 34406206 246
35172_D9Rat19_635 chr9 + 69781534 69781776 239
35182_D20Rat6_680 chr20 - 28555611 28555952 340
35182_D20Rat6_680 chr6 + 100735247 100735505 246
35190_D4Rat227_595 chr4 - 81065421 81065870 446
35196_D1Rat50_553 chr17 - 62502599 62502788 187
35196_D1Rat50_553 chr17 - 62487922 62488111 188
35196_D1Rat50_553 chr17 - 62473911 62474100 189
35196_D1Rat50_553 chr1 + 163377171 163377490 318
35208_D13Rat2_828 chr13 - 18801933 18802215 282
35218_D3Rat63_525 chr3 - 159638943 159639325 380
35224_D11Rat23_527 chr11 + 51124578 51124858 280
35226_D8Rat1_467 chr5 - 60416597 60416628 31
35226_D8Rat1_467 chr12 - 36508680 36508711 31
35226_D8Rat1_467 chr15 - 51086161 51086191 30
35226_D8Rat1_467 chrY - 46130116 46130147 31
35226_D8Rat1_467 chr3 + 13817402 13817433 31
35226_D8Rat1_467 chr3 + 16268835 16268866 31
35226_D8Rat1_467 chr3 + 17982716 17982747 31
35226_D8Rat1_467 chr3 + 21374633 21374664 31
35226_D8Rat1_467 chrY + 55706343 55706373 30
35226_D8Rat1_467 chrY + 9129257 9129288 31
35226_D8Rat1_467 chrY + 9476989 9477020 31
35226_D8Rat1_467 chrY + 9784646 9784677 31
35226_D8Rat1_467 chrY + 33490404 33490435 31
35226_D8Rat1_467 JAXUCZ010000023.1 + 1672553 1672584 31
35230_D15Rat22_829 chr15 - 80106838 80107166 325
35235_D6Rat29_718 chr6 + 43865603 43865987 379
35242_D1Rat11_865 chr1 + 42666449 42666741 292
35244_D20Rat9_296 chr20 - 33006147 33006394 246
35248_D8Rat26_727 chr8 + 84192201 84192499 297
35250_D2Rat13_689 chr2 - 39815176 39815491 311
35252_D13Rat48_514 chr13 - 101651142 101651453 311
35258_D17Rat36_555 chr17 + 68549927 68550226 299
35262_D4Rat79_461 chr4 - 131411181 131411458 276
35264_D7Rat18_842 chr7 + 99900462 99900691 228
35266_D1Rat79_497 chr1 - 250647981 250648254 268
35276_D4Rat83_296 chr4 + 151040498 151040740 240
35282_D18Rat5_510 chr18 - 76271989 76272253 264
35292_D2Rat18_526 chr2 - 42859170 42859431 259
35294_D7Rat1_851 chr7 - 136156163 136156396 231
35296_D8Rat53_528 chr8 - 27607346 27607534 188
35304_D7Rat4_597 chr7 - 128982679 128982965 285
35313_D2Rat53_544 chr2 - 198834784 198835035 250
35319_D14Rat16_574 chr14 - 42616061 42616455 393
35323_D11Rat24_483 chr13 - 9219345 9219539 192
35323_D11Rat24_483 chr11 + 44422482 44422737 254
35325_D4Rat41_504 chr4 + 97459782 97460012 228
35329_D1Rat48_440 chr1 + 163359034 163359452 417
35331_DXRat25_583 chrX + 36296898 36297130 232
35333_D3Rat14_539 chr3 - 147308251 147308590 338
35336_D9Rat39_444 chr9 - 23135427 23135746 318
35338_D6Rat31_543 chr6 - 48070423 48070772 343
35342_D14Rat8_480 chr14 + 30674343 30674600 257
35346_D1Rat65_510 chr1 + 189811978 189812235 256
35350_D15Rat3_440 chr15 - 22566570 22566989 418
35352_D5Rat33_539 chr5 + 141764181 141764584 403
35354_D17Rat6_581 chr17 - 9996259 9996653 386
35360_D6Rat5_370 chr6 - 131345583 131345919 331
35366_D18Rat28_457 chr18 + 11642585 11642948 361
35370_D5Rat34_521 chr5 - 142148479 142148915 431
35380_D3Rat27_244 chr3 - 109570021 109570216 195
35388_D8Rat37_659 chr8 - 60247896 60248237 338
35394_D3Rat43_559 chr3 + 70942297 70942627 330
35396_D6Rat35_586 chr6 - 40163084 40163356 270
35407_DXRat27_459 chrX + 51582830 51583124 290
35413_D1Rat60_452 chr1 - 181036736 181037102 364
35415_D19Rat22_289 chr19 - 51584190 51584426 236
35417_D15Rat130_504 chr10 - 89003869 89004016 142
35419_D16Rat18_484 chr16 - 33565107 33565459 348
35433_D12Rat17_476 chr12 - 36488575 36488811 234
35435_D8Rat3_681 chr1 - 141194079 141194123 44
35435_D8Rat3_681 chr1 - 100355520 100355565 45
35435_D8Rat3_681 chr1 - 18301372 18301422 50
35435_D8Rat3_681 chr1 - 114068499 114068554 55
